word,tag,age,gender
a,DET,0,0
youth,NOUN,0,0
offering,VERB,0,0
to,PRT,0,0
give,VERB,0,0
me,PRON,0,0
my,DET,0,0
phone,NOUN,0,0
back,PRT,0,0
for,ADP,0,0
£,X,0,0
00,NUM,0,0
I,PRON,0,0
personally,ADV,0,0
would,VERB,0,0
recommend,VERB,0,0
this,DET,0,0
course,NOUN,0,0
and,CONJ,0,0
Kate,NOUN,0,0
as,ADP,0,0
a,DET,0,0
trainer,NOUN,0,0
and,CONJ,0,0
i,PRON,0,0
look,VERB,0,0
forward,ADV,0,0
to,ADP,0,0
my,DET,0,0
next,ADJ,0,0
course,NOUN,0,0
with,ADP,0,0
her,PRON,0,0
in,ADP,0,0
the,DET,0,0
near,ADJ,0,0
future,NOUN,0,0
The,DET,0,0
eclipse,NOUN,0,0
straighteners,NOUN,0,0
are,VERB,0,0
the,DET,0,0
best,ADJ,0,0
that,PRON,0,0
I,PRON,0,0
have,VERB,0,0
ever,ADV,0,0
used,VERB,0,0
I,PRON,0,0
sent,VERB,0,0
quite,ADV,0,0
an,DET,0,0
aggressive,ADJ,0,0
email,NOUN,0,0
that,DET,0,0
evening,NOUN,0,0
and,CONJ,0,0
was,VERB,0,0
ready,ADJ,0,0
to,PRT,0,0
speak,VERB,0,0
with,ADP,0,0
the,DET,0,0
police,NOUN,0,0
on,ADP,0,0
Wednesday,NOUN,0,0
morning,NOUN,0,0
and,CONJ,0,0
had,VERB,0,0
I,PRON,0,0
not,ADV,0,0
have,VERB,0,0
been,VERB,0,0
driving,VERB,0,0
to,ADP,0,0
work,NOUN,0,0
when,ADV,0,0
they,PRON,0,0
called,VERB,0,0
me,PRON,0,0
I,PRON,0,0
would,VERB,0,0
have,VERB,0,0
done,VERB,0,0
Tuesday,NOUN,0,0
they,PRON,0,0
emailed,VERB,0,0
me,PRON,0,0
back,PRT,0,0
and,CONJ,0,0
after,ADP,0,0
a,DET,0,0
few,ADJ,0,0
emails,NOUN,0,0
back,ADP,0,0
and,CONJ,0,0
forth,ADP,0,0
as,ADP,0,0
got,VERB,0,0
a,DET,0,0
phone,NOUN,0,0
call,NOUN,0,0
from,ADP,0,0
a,DET,0,0
very,ADV,0,0
pleasant,ADJ,0,0
lady,NOUN,0,0
who,PRON,0,0
assured,VERB,0,0
me,PRON,0,0
that,CONJ,0,0
it,PRON,0,0
was,VERB,0,0
a,DET,0,0
mistake,NOUN,0,0
and,CONJ,0,0
that,CONJ,0,0
payment,NOUN,0,0
would,VERB,0,0
be,VERB,0,0
received,VERB,0,0
by,ADP,0,0
0pm,NOUN,0,0
on,ADP,0,0
that,DET,0,0
night,NOUN,0,0
Tuesday,NOUN,0,0
will,VERB,0,0
be,VERB,0,0
ordering,VERB,0,0
from,ADP,0,0
here,ADV,0,0
from,ADP,0,0
now,ADV,0,0
on,ADP,0,0
Would,VERB,0,0
not,ADV,0,0
use,VERB,0,0
again,ADV,0,0
The,DET,0,0
Viagago,NOUN,0,0
guarantee,NOUN,0,0
is,VERB,0,0
a,DET,0,0
joke,NOUN,0,0
I,PRON,0,0
have,VERB,0,0
been,VERB,0,0
buying,VERB,0,0
Glucosamine,NOUN,0,0
and,CONJ,0,0
Multi,NOUN,0,0
Vitamins,NOUN,0,0
now,ADV,0,0
for,ADP,0,0
quite,ADV,0,0
some,DET,0,0
time,NOUN,0,0
for,ADP,0,0
my,DET,0,0
elderly,ADJ,0,0
dog,NOUN,0,0
who,PRON,0,0
suffers,VERB,0,0
from,ADP,0,0
arthritis,NOUN,0,0
I,PRON,0,0
chased,VERB,0,0
this,PRON,0,0
many,ADJ,0,0
times,NOUN,0,0
after,ADP,0,0
hearing,NOUN,0,0
no,DET,0,0
reply,NOUN,0,0
and,CONJ,0,0
eventually,ADV,0,0
complained,VERB,0,0
We,PRON,0,0
never,ADV,0,0
even,ADV,0,0
looked,VERB,0,0
at,ADP,0,0
other,ADJ,0,0
sites,NOUN,0,0
because,CONJ,0,0
the,DET,0,0
service,NOUN,0,0
we,PRON,0,0
got,VERB,0,0
in,ADP,0,0
the,DET,0,0
past,NOUN,0,0
was,VERB,0,0
good,ADJ,0,0
i,PRON,0,0
opened,VERB,0,0
them,PRON,0,0
with,ADP,0,0
trepidation,NOUN,0,0
i,PRON,0,0
must,VERB,0,0
say,VERB,0,0
and,CONJ,0,0
found,VERB,0,0
gorgeous,ADJ,0,0
brushes,NOUN,0,0
She,PRON,0,0
has,VERB,0,0
the,DET,0,0
ability,NOUN,0,0
to,PRT,0,0
to,PRT,0,0
make,VERB,0,0
you,PRON,0,0
feel,VERB,0,0
confidant,ADJ,0,0
about,ADP,0,0
your,DET,0,0
work,NOUN,0,0
as,ADP,0,0
well,ADV,0,0
as,ADP,0,0
being,VERB,0,0
able,ADJ,0,0
to,PRT,0,0
criticise,VERB,0,0
your,DET,0,0
work,NOUN,0,0
but,CONJ,0,0
also,ADV,0,0
advise,VERB,0,0
you,PRON,0,0
on,ADP,0,0
how,ADV,0,0
you,PRON,0,0
can,VERB,0,0
do,VERB,0,0
better,ADV,0,0
Items,NOUN,0,0
are,VERB,0,0
dispatched,VERB,0,0
very,ADV,0,0
quickly,ADV,0,0
and,CONJ,0,0
arrive,VERB,0,0
swiftly,ADV,0,0
I,PRON,0,0
would,VERB,0,0
reccommend,VERB,0,0
serenata,NOUN,0,0
to,ADP,0,0
anyone,PRON,0,0
and,CONJ,0,0
already,ADV,0,0
have,VERB,0,0
at,ADP,0,0
work,NOUN,0,0
Also,ADV,0,0
it,PRON,0,0
is,VERB,0,0
called,VERB,0,0
everything0pounds,NOUN,0,0
com,NOUN,0,0
however,ADV,0,0
it,PRON,0,0
should,VERB,0,0
be,VERB,0,0
£,X,0,0
0,NUM,0,0
00,NUM,0,0
as,ADP,0,0
you,PRON,0,0
have,VERB,0,0
to,PRT,0,0
pay,VERB,0,0
for,ADP,0,0
delievery,NOUN,0,0
Prices,NOUN,0,0
are,VERB,0,0
not,ADV,0,0
much,ADV,0,0
cheaper,ADJ,0,0
than,ADP,0,0
other,ADJ,0,0
places,NOUN,0,0
to,PRT,0,0
be,VERB,0,0
honest,ADJ,0,0
Have,VERB,0,0
recommended,VERB,0,0
this,DET,0,0
site,NOUN,0,0
to,ADP,0,0
friends,NOUN,0,0
and,CONJ,0,0
I,PRON,0,0
will,VERB,0,0
definately,ADV,0,0
be,VERB,0,0
visiting,VERB,0,0
again,ADV,0,0
when,ADV,0,0
I,PRON,0,0
need,VERB,0,0
more,ADJ,0,0
games,NOUN,0,0
I,PRON,0,0
bought,VERB,0,0
a,DET,0,0
Canon,NOUN,0,0
underwater,NOUN,0,0
digital,ADJ,0,0
camera,NOUN,0,0
from,ADP,0,0
Camerabox,NOUN,0,0
about,ADP,0,0
0,NUM,0,0
months,NOUN,0,0
ago,ADV,0,0
We,PRON,0,0
ve,VERB,0,0
found,VERB,0,0
that,CONJ,0,0
Visualsoft,NOUN,0,0
are,VERB,0,0
very,ADV,0,0
forward,ADV,0,0
thinking,VERB,0,0
with,ADP,0,0
their,DET,0,0
website,NOUN,0,0
add,NOUN,0,0
ons,NOUN,0,0
ensuring,VERB,0,0
their,DET,0,0
brands,NOUN,0,0
are,VERB,0,0
at,ADP,0,0
the,DET,0,0
forefront,NOUN,0,0
of,ADP,0,0
web,NOUN,0,0
technology,NOUN,0,0
Luna,NOUN,0,0
Home,NOUN,0,0
Store,NOUN,0,0
was,VERB,0,0
the,DET,0,0
cheapest,ADJ,0,0
place,NOUN,0,0
I,PRON,0,0
found,VERB,0,0
on,ADP,0,0
the,DET,0,0
internet,NOUN,0,0
and,CONJ,0,0
came,VERB,0,0
with,ADP,0,0
fast,ADJ,0,0
delivery,NOUN,0,0
perfect,ADJ,0,0
definitely,ADV,0,0
recommend,VERB,0,0
Some,DET,0,0
merchants,NOUN,0,0
take,VERB,0,0
longer,ADV,0,0
to,PRT,0,0
clear,VERB,0,0
than,ADP,0,0
others,NOUN,0,0
but,CONJ,0,0
it,PRON,0,0
s,VERB,0,0
easy,ADJ,0,0
to,PRT,0,0
track,VERB,0,0
what,DET,0,0
status,NOUN,0,0
your,DET,0,0
money,NOUN,0,0
is,VERB,0,0
at,ADP,0,0
I,PRON,0,0
told,VERB,0,0
them,PRON,0,0
this,PRON,0,0
time,NOUN,0,0
and,CONJ,0,0
again,ADV,0,0
and,CONJ,0,0
they,PRON,0,0
still,ADV,0,0
refused,VERB,0,0
to,PRT,0,0
stop,VERB,0,0
calling,VERB,0,0
I,PRON,0,0
ordered,VERB,0,0
a,DET,0,0
gift,NOUN,0,0
for,ADP,0,0
my,DET,0,0
mum,NOUN,0,0
which,PRON,0,0
i,PRON,0,0
found,VERB,0,0
was,VERB,0,0
priced,VERB,0,0
the,DET,0,0
cheapest,ADJ,0,0
here,ADV,0,0
than,ADP,0,0
else,ADV,0,0
where,ADV,0,0
on,ADP,0,0
the,DET,0,0
internet,NOUN,0,0
when,ADV,0,0
you,PRON,0,0
add,VERB,0,0
postage,NOUN,0,0
Fast,ADJ,0,0
and,CONJ,0,0
reliable,ADJ,0,0
service,NOUN,0,0
The,DET,0,0
work,NOUN,0,0
carried,VERB,0,0
out,PRT,0,0
was,VERB,0,0
efficient,ADJ,0,0
and,CONJ,0,0
the,DET,0,0
guy,NOUN,0,0
who,PRON,0,0
I,PRON,0,0
dealt,VERB,0,0
with,ADP,0,0
face,NOUN,0,0
to,ADP,0,0
face,NOUN,0,0
was,VERB,0,0
pleasant,ADJ,0,0
and,CONJ,0,0
friendly,ADJ,0,0
We,PRON,0,0
returned,VERB,0,0
on,ADP,0,0
Sunday,NOUN,0,0
00th,NOUN,0,0
April,NOUN,0,0
and,CONJ,0,0
there,ADV,0,0
were,VERB,0,0
no,DET,0,0
cards,NOUN,0,0
put,VERB,0,0
through,ADP,0,0
the,DET,0,0
door,NOUN,0,0
to,PRT,0,0
tell,VERB,0,0
us,PRON,0,0
a,DET,0,0
delivery,NOUN,0,0
had,VERB,0,0
been,VERB,0,0
attempted,VERB,0,0
since,ADP,0,0
we,PRON,0,0
d,VERB,0,0
gone,VERB,0,0
away,ADV,0,0
on,ADP,0,0
Friday,NOUN,0,0
and,CONJ,0,0
the,DET,0,0
tracking,NOUN,0,0
details,NOUN,0,0
still,ADV,0,0
showed,VERB,0,0
the,DET,0,0
goods,NOUN,0,0
as,ADP,0,0
being,VERB,0,0
Delayed,ADJ,0,0
I,PRON,0,0
thought,VERB,0,0
this,PRON,0,0
was,VERB,0,0
very,ADV,0,0
unprofessional,ADJ,0,0
I,PRON,0,1
never,ADV,0,1
hesitate,VERB,0,1
to,PRT,0,1
go,VERB,0,1
here,ADV,0,1
first,ADV,0,1
when,CONJ,0,1
looking,VERB,0,1
for,ADP,0,1
new,ADJ,0,1
tyres,NOUN,0,1
for,ADP,0,1
my,DET,0,1
cars,NOUN,0,1
Hallo,X,0,1
The,DET,0,1
keys,NOUN,0,1
arrived,VERB,0,1
the,DET,0,1
very,ADV,0,1
next,ADJ,0,1
day,NOUN,0,1
Very,ADV,0,1
helpful,ADJ,0,1
and,CONJ,0,1
polite,ADJ,0,1
when,CONJ,0,1
the,DET,0,1
package,NOUN,0,1
turned,VERB,0,1
up,PRT,0,1
the,DET,0,1
delivery,NOUN,0,1
note,NOUN,0,1
said,VERB,0,1
both,DET,0,1
items,NOUN,0,1
were,VERB,0,1
present,ADJ,0,1
when,CONJ,0,1
only,ADV,0,1
one,PRON,0,1
was,VERB,0,1
I,PRON,0,1
rang,VERB,0,1
up,PRT,0,1
before,ADV,0,1
purchasing,VERB,0,1
the,DET,0,1
item,NOUN,0,1
a,DET,0,1
slave,NOUN,0,1
pedal,NOUN,0,1
to,PRT,0,1
convert,VERB,0,1
my,DET,0,1
single,NOUN,0,1
pedal,NOUN,0,1
to,ADP,0,1
a,DET,0,1
double,NOUN,0,1
bass,NOUN,0,1
pedal,NOUN,0,1
and,CONJ,0,1
they,PRON,0,1
were,VERB,0,1
extremely,ADV,0,1
helpful,ADJ,0,1
Product,NOUN,0,1
was,VERB,0,1
perfect,ADJ,0,1
and,CONJ,0,1
as,ADV,0,1
expecting,VERB,0,1
I,PRON,0,1
was,VERB,0,1
not,ADV,0,1
wrong,ADJ,0,1
However,ADV,0,1
I,PRON,0,1
can,VERB,0,1
not,ADV,0,1
praise,VERB,0,1
the,DET,0,1
speed,NOUN,0,1
and,CONJ,0,1
ease,NOUN,0,1
of,ADP,0,1
service,NOUN,0,1
Their,DET,0,1
commission,NOUN,0,1
is,VERB,0,1
a,DET,0,1
bit,ADV,0,1
steep,ADJ,0,1
but,CONJ,0,1
given,CONJ,0,1
that,CONJ,0,1
there,ADV,0,1
s,VERB,0,1
no,DET,0,1
competition,NOUN,0,1
at,ADP,0,1
the,DET,0,1
moment,NOUN,0,1
they,PRON,0,1
are,VERB,0,1
probably,ADV,0,1
entitled,ADJ,0,1
Only,ADV,0,1
let,NOUN,0,1
down,NOUN,0,1
is,VERB,0,1
outdated,ADJ,0,1
store,NOUN,0,1
front,NOUN,0,1
The,DET,0,1
reviews,NOUN,0,1
gave,VERB,0,1
me,PRON,0,1
so,ADV,0,1
much,ADJ,0,1
confidence,NOUN,0,1
placing,VERB,0,1
an,DET,0,1
order,NOUN,0,1
with,ADP,0,1
digitalrev,NOUN,0,1
and,CONJ,0,1
the,DET,0,1
fact,NOUN,0,1
the,DET,0,1
the,DET,0,1
shipping,NOUN,0,1
with,ADP,0,1
free,ADJ,0,1
and,CONJ,0,1
the,DET,0,1
price,NOUN,0,1
still,ADV,0,1
lower,ADJ,0,1
than,ADP,0,1
any,DET,0,1
other,ADJ,0,1
site,NOUN,0,1
I,PRON,0,1
was,VERB,0,1
amazed,VERB,0,1
to,PRT,0,1
find,VERB,0,1
that,CONJ,0,1
my,DET,0,1
package,NOUN,0,1
was,VERB,0,1
being,VERB,0,1
sent,VERB,0,1
from,ADP,0,1
Hong,NOUN,0,1
Kong,NOUN,0,1
Produits,NOUN,0,1
conformes,ADJ,0,1
livraison,NOUN,0,1
rapide,ADJ,0,1
par,ADP,0,1
Chrono,NOUN,0,1
Shopping,NOUN,0,1
searches,NOUN,0,1
often,ADV,0,1
return,VERB,0,1
fake,ADJ,0,1
websites,NOUN,0,1
based,VERB,0,1
far,ADV,0,1
away,ADV,0,1
around,ADP,0,1
the,DET,0,1
world,NOUN,0,1
and,CONJ,0,1
scammers,NOUN,0,1
trying,VERB,0,1
to,PRT,0,1
get,VERB,0,1
your,DET,0,1
money,NOUN,0,1
Looking,VERB,0,1
for,ADP,0,1
supps,NOUN,0,1
online,ADV,0,1
can,VERB,0,1
take,VERB,0,1
a,DET,0,1
while,NOUN,0,1
to,PRT,0,1
find,VERB,0,1
that,DET,0,1
price,NOUN,0,1
you,PRON,0,1
want,VERB,0,1
Recommend,VERB,0,1
and,CONJ,0,1
I,PRON,0,1
will,VERB,0,1
be,VERB,0,1
using,VERB,0,1
0Game,NOUN,0,1
from,ADP,0,1
now,ADV,0,1
on,ADP,0,1
0,NUM,0,1
years,NOUN,0,1
ago,ADP,0,1
I,PRON,0,1
bought,VERB,0,1
my,DET,0,1
now,ADJ,0,1
wife,NOUN,0,1
s,PRT,0,1
diamond,NOUN,0,1
engagement,NOUN,0,1
ring,NOUN,0,1
I,PRON,0,1
didn,VERB,0,1
t,PRT,0,1
receive,VERB,0,1
a,DET,0,1
response,NOUN,0,1
except,ADP,0,1
for,ADP,0,1
an,DET,0,1
automated,ADJ,0,1
response,NOUN,0,1
saying,VERB,0,1
they,PRON,0,1
would,VERB,0,1
respond,VERB,0,1
within,ADP,0,1
00,NUM,0,1
to,ADP,0,1
00,NUM,0,1
hours,NOUN,0,1
so,CONJ,0,1
I,PRON,0,1
emailed,VERB,0,1
them,PRON,0,1
again,ADV,0,1
on,ADP,0,1
00,NUM,0,1
00,NUM,0,1
00,NUM,0,1
Well,X,0,1
we,PRON,0,1
tried,VERB,0,1
it,PRON,0,1
for,ADP,0,1
0,NUM,0,1
months,NOUN,0,1
costing,VERB,0,1
us,PRON,0,1
over,ADP,0,1
£,X,0,1
0k,NUM,0,1
and,CONJ,0,1
it,PRON,0,1
generated,VERB,0,1
a,DET,0,1
handful,NOUN,0,1
of,ADP,0,1
sales,NOUN,0,1
at,ADP,0,1
a,DET,0,1
conversion,NOUN,0,1
rate,NOUN,0,1
of,ADP,0,1
0,NUM,0,1
00,NUM,0,1
After,ADP,0,1
completing,VERB,0,1
checkout,NOUN,0,1
I,PRON,0,1
did,VERB,0,1
not,ADV,0,1
even,ADV,0,1
receive,VERB,0,1
any,DET,0,1
kind,NOUN,0,1
of,ADP,0,1
notification,NOUN,0,1
to,PRT,0,1
let,VERB,0,1
me,PRON,0,1
know,VERB,0,1
that,CONJ,0,1
my,DET,0,1
order,NOUN,0,1
was,VERB,0,1
successful,ADJ,0,1
let,VERB,0,1
alone,ADV,0,1
a,DET,0,1
confirmation,NOUN,0,1
email,NOUN,0,1
I,PRON,0,1
was,VERB,0,1
told,VERB,0,1
that,CONJ,0,1
they,PRON,0,1
did,VERB,0,1
not,ADV,0,1
have,VERB,0,1
the,DET,0,1
time,NOUN,0,1
to,PRT,0,1
keep,VERB,0,1
track,NOUN,0,1
of,ADP,0,1
all,DET,0,1
items,NOUN,0,1
I,PRON,0,1
ordered,VERB,0,1
rad,ADJ,0,1
new,ADJ,0,1
vans,NOUN,0,1
that,PRON,0,1
I,PRON,0,1
couldn,VERB,0,1
t,PRT,0,1
find,VERB,0,1
on,ADP,0,1
the,DET,0,1
high,ADJ,0,1
st,NOUN,0,1
Cheaper,ADJ,0,1
than,ADP,0,1
other,ADJ,0,1
websites,NOUN,0,1
i,PRON,0,1
found,VERB,0,1
them,PRON,0,1
on,ADP,0,1
I,PRON,0,1
called,VERB,0,1
them,PRON,0,1
got,VERB,0,1
told,VERB,0,1
the,DET,0,1
fitter,NOUN,0,1
was,VERB,0,1
00,NUM,0,1
mins,NOUN,0,1
away,ADV,0,1
in,ADP,0,1
traffic,NOUN,0,1
When,ADV,0,1
we,PRON,0,1
got,VERB,0,1
to,ADP,0,1
Riga,NOUN,0,1
our,DET,0,1
Airport,NOUN,0,1
transfer,NOUN,0,1
was,VERB,0,1
ready,ADJ,0,1
and,CONJ,0,1
waiting,VERB,0,1
for,ADP,0,1
us,PRON,0,1
As,CONJ,0,1
we,PRON,0,1
were,VERB,0,1
told,VERB,0,1
it,PRON,0,1
would,VERB,0,1
be,VERB,0,1
the,DET,0,1
hotel,NOUN,0,1
was,VERB,0,1
more,ADV,0,1
than,ADP,0,1
adequate,ADJ,0,1
and,CONJ,0,1
very,ADV,0,1
clean,ADJ,0,1
They,PRON,0,1
had,VERB,0,1
exactly,ADV,0,1
what,PRON,0,1
I,PRON,0,1
need,VERB,0,1
and,CONJ,0,1
at,ADP,0,1
a,DET,0,1
very,ADV,0,1
competitive,ADJ,0,1
price,NOUN,0,1
It,PRON,0,1
was,VERB,0,1
supposed,VERB,0,1
to,PRT,0,1
be,VERB,0,1
delivered,VERB,0,1
to,ADP,0,1
me,PRON,0,1
within,ADP,0,1
0,NUM,0,1
0,NUM,0,1
days,NOUN,0,1
Prices,NOUN,0,1
are,VERB,0,1
pretty,ADV,0,1
standard,ADJ,0,1
compared,VERB,0,1
to,ADP,0,1
others,NOUN,0,1
in,ADP,0,1
the,DET,0,1
same,ADJ,0,1
market,NOUN,0,1
Pay,VERB,0,1
for,ADP,0,1
the,DET,0,1
service,NOUN,0,1
wait,VERB,0,1
for,ADP,0,1
the,DET,0,1
conformation,NOUN,0,1
email,NOUN,0,1
and,CONJ,0,1
the,DET,0,1
parcel,NOUN,0,1
label,NOUN,0,1
from,ADP,0,1
the,DET,0,1
courier,NOUN,0,1
to,PRT,0,1
print,VERB,0,1
out,PRT,0,1
and,CONJ,0,1
attach,VERB,0,1
this,DET,0,1
to,ADP,0,1
the,DET,0,1
parcel,NOUN,0,1
ready,ADJ,0,1
for,ADP,0,1
collection,NOUN,0,1
job,NOUN,0,1
done,ADJ,0,1
We,PRON,0,1
spent,VERB,0,1
an,DET,0,1
age,NOUN,0,1
trying,VERB,0,1
to,PRT,0,1
find,VERB,0,1
a,DET,0,1
small,ADJ,0,1
piece,NOUN,0,1
of,ADP,0,1
velcro,NOUN,0,1
just,ADV,0,1
before,ADV,0,1
xmas,NOUN,0,1
found,VERB,0,1
this,DET,0,1
site,NOUN,0,1
who,PRON,0,1
have,VERB,0,1
just,ADV,0,1
what,PRON,0,1
we,PRON,0,1
wanted,VERB,0,1
simple,ADJ,0,1
ordering,NOUN,0,1
and,CONJ,0,1
FINALLY,ADV,0,1
a,DET,0,1
site,NOUN,0,1
with,ADP,0,1
hones,ADJ,0,1
postal,NOUN,0,1
charges,NOUN,0,1
quick,ADJ,0,1
turn,NOUN,0,1
round,NOUN,0,1
and,CONJ,0,1
good,ADJ,0,1
product,NOUN,0,1
I,PRON,0,1
wish,VERB,0,1
it,PRON,0,1
every,DET,0,1
success,NOUN,0,1
*,X,0,1
gigabyte,NOUN,0,1
g0,NOUN,0,1
sniper,NOUN,0,1
m0,NOUN,0,1
z00,NOUN,0,1
micro,NOUN,0,1
atx,NOUN,0,1
mobo,NOUN,0,1
I,PRON,0,1
d,VERB,0,1
like,VERB,0,1
to,PRT,0,1
thank,VERB,0,1
Marlows,NOUN,0,1
for,ADP,0,1
existing,NOUN,0,1
genuine,ADJ,0,1
honest,ADJ,0,1
amazing,ADJ,0,1
prices,NOUN,0,1
and,CONJ,0,1
ultimately,ADV,0,1
the,DET,0,1
best,ADJ,0,1
service,NOUN,0,1
package,NOUN,0,1
you,PRON,0,1
could,VERB,0,1
ever,ADV,0,1
imagine,VERB,0,1
If,CONJ,0,1
you,PRON,0,1
haven,VERB,0,1
t,PRT,0,1
booked,VERB,0,1
your,DET,0,1
tickets,NOUN,0,1
for,ADP,0,1
the,DET,0,1
wonderbox,NOUN,0,1
tour,NOUN,0,1
then,ADV,0,1
do,VERB,0,1
so,ADV,0,1
They,PRON,0,1
don,VERB,0,1
t,PRT,0,1
charge,VERB,0,1
any,DET,0,1
booking,NOUN,0,1
fees,NOUN,0,1
and,CONJ,0,1
let,VERB,0,1
you,PRON,0,1
know,VERB,0,1
how,ADV,0,1
much,ADV,0,1
you,PRON,0,1
will,VERB,0,1
have,VERB,0,1
to,PRT,0,1
pay,VERB,0,1
when,CONJ,0,1
you,PRON,0,1
arrive,VERB,0,1
at,ADP,0,1
the,DET,0,1
accommodation,NOUN,0,1
I,PRON,0,1
have,VERB,0,1
already,ADV,0,1
booked,VERB,0,1
reservations,NOUN,0,1
for,ADP,0,1
hotels,NOUN,0,1
and,CONJ,0,1
am,VERB,0,1
now,ADV,0,1
panicing,VERB,0,1
as,ADV,0,1
the,DET,0,1
gig,NOUN,0,1
is,VERB,0,1
this,DET,0,1
Saturday,NOUN,0,1
No,DET,0,1
strings,NOUN,0,1
attached,ADJ,0,1
Professional,ADJ,0,1
staff,NOUN,0,1
and,CONJ,0,1
altogether,ADV,0,1
well,ADV,0,1
run,ADJ,0,1
outift,NOUN,0,1
Remember,VERB,0,1
my,DET,0,1
tenant,NOUN,0,1
still,ADV,0,1
has,VERB,0,1
no,DET,0,1
fridge,NOUN,0,1
freezer,NOUN,0,1
at,ADP,0,1
this,DET,0,1
point,NOUN,0,1
The,DET,0,1
fitter,NOUN,0,1
called,VERB,0,1
me,PRON,0,1
at,ADP,0,1
about,ADV,0,1
0,NUM,0,1
00am,NOUN,0,1
on,ADP,0,1
the,DET,0,1
Monday,NOUN,0,1
and,CONJ,0,1
told,VERB,0,1
me,PRON,0,1
what,DET,0,1
time,NOUN,0,1
he,PRON,0,1
d,VERB,0,1
be,VERB,0,1
here,ADV,0,1
Bought,VERB,0,1
a,DET,0,1
head,NOUN,0,1
unit,NOUN,0,1
from,ADP,0,1
them,PRON,0,1
I,PRON,0,1
ordered,VERB,0,1
a,DET,0,1
bouquet,NOUN,0,1
as,ADP,0,1
a,DET,0,1
gift,NOUN,0,1
to,PRT,0,1
be,VERB,0,1
delivered,VERB,0,1
when,ADV,0,1
I,PRON,0,1
was,VERB,0,1
on,ADP,0,1
holiday,NOUN,0,1
Again,ADV,0,1
it,PRON,0,1
is,VERB,0,1
not,ADV,0,1
fixed,VERB,0,1
I,PRON,0,1
work,VERB,0,1
for,ADP,0,1
an,DET,0,1
online,NOUN,0,1
retailer,NOUN,0,1
and,CONJ,0,1
use,VERB,0,1
many,ADJ,0,1
other,ADJ,0,1
price,NOUN,0,1
comparison,NOUN,0,1
engines,NOUN,0,1
to,PRT,0,1
drive,VERB,0,1
traffic,NOUN,0,1
to,ADP,0,1
our,DET,0,1
website,NOUN,0,1
all,PRON,0,1
with,ADP,0,1
a,DET,0,1
decent,ADJ,0,1
conversion,NOUN,0,1
rate,NOUN,0,1
and,CONJ,0,1
return,NOUN,0,1
on,ADP,0,1
investment,NOUN,0,1
They,PRON,0,1
did,VERB,0,1
not,ADV,0,1
panic,VERB,0,1
or,CONJ,0,1
lie,VERB,0,1
to,ADP,0,1
me,PRON,0,1
which,PRON,0,1
some,DET,0,1
sellers,NOUN,0,1
do,VERB,0,1
they,PRON,0,1
immediately,ADV,0,1
contacted,VERB,0,1
me,PRON,0,1
upon,ADV,0,1
realising,VERB,0,1
the,DET,0,1
situation,NOUN,0,1
and,CONJ,0,1
compensated,VERB,0,1
me,PRON,0,1
giving,VERB,0,1
me,PRON,0,1
a,DET,0,1
wide,ADJ,0,1
variety,NOUN,0,1
of,ADP,0,1
options,NOUN,0,1
from,ADP,0,1
which,PRON,0,1
I,PRON,0,1
chose,VERB,0,1
the,DET,0,1
one,PRON,0,1
that,PRON,0,1
suited,VERB,0,1
me,PRON,0,1
as,ADP,0,1
a,DET,0,1
customer,NOUN,0,1
in,ADP,0,1
this,DET,0,1
situation,NOUN,0,1
I,PRON,0,1
was,VERB,0,1
positively,ADV,0,1
delighted,ADJ,0,1
with,ADP,0,1
the,DET,0,1
speed,NOUN,0,1
of,ADP,0,1
their,DET,0,1
resolutions,NOUN,0,1
and,CONJ,0,1
their,DET,0,1
commitment,NOUN,0,1
to,ADP,0,1
ensuring,VERB,0,1
that,CONJ,0,1
their,DET,0,1
customers,NOUN,0,1
are,VERB,0,1
happy,ADJ,0,1
and,CONJ,0,1
would,VERB,0,1
wholeheartedly,ADV,0,1
recommend,VERB,0,1
them,PRON,0,1
to,ADP,0,1
anyone,NOUN,0,1
out,ADP,0,1
there,ADV,0,1
looking,VERB,0,1
for,ADP,0,1
a,DET,0,1
clothing,NOUN,0,1
wholesaler,NOUN,0,1
Quick,ADJ,0,1
delivery,NOUN,0,1
well,ADV,0,1
packaged,ADJ,0,1
I,PRON,0,1
took,VERB,0,1
the,DET,0,1
on,ADP,0,1
the,DET,0,1
spot,NOUN,0,1
decision,NOUN,0,1
to,PRT,0,1
go,VERB,0,1
ahead,PRT,0,1
with,ADP,0,1
the,DET,0,1
purchase,NOUN,0,1
and,CONJ,0,1
see,VERB,0,1
what,PRON,0,1
was,VERB,0,1
actually,ADV,0,1
missing,ADJ,0,1
when,ADV,0,1
it,PRON,0,1
arrived,VERB,0,1
Your,DET,0,1
only,ADJ,0,1
option,NOUN,0,1
is,VERB,0,1
to,PRT,0,1
buy,VERB,0,1
another,DET,0,1
ticket,NOUN,0,1
I,PRON,0,1
don,VERB,0,1
t,PRT,0,1
know,VERB,0,1
how,ADV,0,1
you,PRON,0,1
haven,VERB,0,1
t,PRT,0,1
been,VERB,0,1
bankrupt,ADJ,0,1
with,ADP,0,1
all,DET,0,1
the,DET,0,1
bad,ADJ,0,1
reviews,NOUN,0,1
you,PRON,0,1
have,VERB,0,1
got,VERB,0,1
Words,NOUN,0,1
won,VERB,0,1
t,PRT,0,1
